,beef,businessName,case_number,chicken,city,lat,link,long,pork,qty_recovered,recall_announcement,recall_date,state,street,zip
28,0.0,San Antonio Packing Company,042-2010,1.0,San Antonio,29.411734,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index267a,-98.51188,1.0,"9,408 pounds", Sausage Product (undeclared allergen),"Jun 30, 2010",TX,1922 S Laredo St,78207
29,0.0,Not Found,RNR-041-2010,0.0,Paradise,39.754246,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index87a,-121.628296,0.0,0 pounds, Beef Stroganoff with Noodles (mislabeling),"Jun 30, 2010",CA,6044 Skyway,95969
30,0.0,"Great Kitchens, Inc.",040-2010,1.0,Stuart,27.164074,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index270a,-80.231705,0.0,"96,173 pounds", BBQ Chicken Pizza (foreign material),"Jun 25, 2010",FL,1726 SE Indian St,34997
31,1.0,"Sampco, Inc.",039-2010,1.0,Cedar Hill,32.57517,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index271a,-96.962585,0.0,"54,655 pounds", Imported Beef Products (animal drug contaminant),"Jun 24, 2010",TX,675 Grigsby Way,75104
32,1.0,outh Gate Meat Co.,038-2010,1.0,Anna,37.46886,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index277a,-89.22904,0.0,"20,768 pounds", Ground Beef Products (E. coli O157:H7) ,"Jun 22, 2010",IL,70 Boyd Butchering Ln,62906
33,1.0,"rown I Enterprises, Inc.",037-2010,1.0,Abilene,32.449844,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index278a,-99.70459,0.0,266 pounds, Ground Beef Products (E. coli O157:H7) ,"Jun 22, 2010",TX,1101 Tracy Lynn St,79601
34,1.0,"ConAgra Foods Packaged Foods, LLC",036-2010,1.0,Tampa,27.971361,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index279a,-82.34429,1.0,"429,975 pounds", Cheesy Chicken and Rice Frozen Meals (Salmonella) ,"Jun 17, 2010",FL,3104 Cherry Palm Dr,33619
35,0.0,"Campbell Soup Supply Company, LLC",035-2010,1.0,Napoleon,41.38657,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index167a,-84.12014,0.0,"3,772,102 pounds"," ""SpaghettiOs"" With Meatballs (underprocessing)","Jun 17, 2010",OH,E Maumee Ave,43545
36,1.0,"Montclair Meat Co., Inc.",034-2010,1.0,Edinburg,26.29849,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index284a,-98.14219,0.0,"11,985 pounds", Montclair Meat Co. Ground Beef Products (E. coli O157:H7) ,"May 15, 2010",TX,2012 E University Dr,78542
37,1.0,"ampco, Inc.",033-2010,1.0,Sykesville,39.42714,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index288a,-76.91816,0.0,"190,890 pounds", Imported Beef Products (animal drug contaminant),"May 14, 2010",MD,5350 Wendy Rd,21784
38,1.0,Galant Food Co.,032-2010,1.0,San Francisco,37.76211,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index171a,-122.407234,0.0,0 pounds, Chicken Provance Puffs,"May 12, 2010",CA,585 Potrero Ave,94110
39,1.0,Vienna Beef Ltd.,031-2010,1.0,Palmetto,27.58028,http://www.fsis.usda.gov/wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/recall-case-archive-2010/!ut/p/a1/jZDBCoJAEIafpQdYdlZF9CgLppa7SGS2lxjEdMFUTDz09CmdDKXmNj_fz8cMVTSjqsFRlzjotsF63pV9gwRs5nKIpO_5EArTTx2xZyDtCbguAJfNQJrIA-fgCPPP_sZ48Ksf_SEw-pjHJVUdDhXRzb2lWV_kWNckx2dBsM8rPRarITGAAb1QtdRMIZs1JyuIhAnS-gZW_vABtg_tHufsdQxAh97uDXOwxs4!/?1dmy&current=true&urile=wcm%3apath%3a%2Ffsis-archives-content%2Finternet%2Fmain%2Ftopics%2Frecalls-and-public-health-alerts%2Frecall-case-archive%2Farchives%2Fct_index173a,-82.538345,0.0,"12,821 pounds", Mini Pretzel Dogs (Lack of Inspection),"May 7, 2010",FL,2650 Corporate Way,34221
40,,,,,,,,,,,,,,,
