,beef,businessName,case_number,chicken,city,lat,link,long,pork,product_desc,qty_recovered,recall_announcement,recall_date,recall_reason,state,street,zip
66,0,Bavarian Meats,039-2015,1,Saint Louis,38.598408,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-039-2015-release,-90.26888,1,Brand Loaf Products,N/A (Class II Recall),Bavarian Meats Recalls Brand Loaf Products Due to Misbranding and an Undeclared Allergen,"3월 04, 2015",to Misbranding and an Undeclared Allergen,MO,4828 Parker Ave,63116
67,0,K & W Sausage,039-2014,1,Evansdale,42.47335,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-039-2014-release,-92.28708,1,Sausage Products Containing Soy and Wheat,N/A (Class II Recall),Iowa Firm Recalls Sausage Products Containing Soy and Wheat Due to Misbranding and Undeclared Allergens,"6월 25, 2014",to Misbranding and Undeclared Allergens,IA,335 Wema Ave,50707
68,1,"Campos Foods, LLC",038-2015,1,San Pablo,37.9597,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-038-2015-release,-122.3566,1,Beef Products,N/A (Class II Recall),"Campos Foods, LLC Recalls Beef Products Due to Misbranding and Undeclared Allergens","3월 02, 2015",to Misbranding and Undeclared Allergens,CA,1847 Rumrill Blvd,94806
69,1,Oscar’s Hickory House Inc.,037-2015,1,Dayton,42.264217,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-037-2015-release,-94.06473,0,Beef Jerky Product,,Oscar's Hickory House Recalls Beef Jerky Product Due To Processing Deviation,"3월 01, 2015",To Processing Deviation,IA,208 3rd St NE,50530
70,0,"Sunset Farm Foods, Inc.",036-2015,1,Valdosta,30.81511,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-036-2015-release,-83.27596,1,Sausage Products,N/A (Class II Recall),"Sunset Farm Foods, Inc Recalls Sausage Products Due To Misbranding And Undeclared Allergen","2월 26, 2015",To Misbranding And Undeclared Allergen,GA,1201 Madison Hwy,31601
71,0,ESS Food,035-2015,1,Houston,29.804642,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-035-2015-release,-95.530815,1,Pork Products,,ESS Food Recalls Pork Products Produced Without Benefit of Import Inspection,"2월 20, 2015",Without Benefit of Import Inspection,TX,1737 Crestdale Dr,77080
72,1,Kenosha Beef International,034-2015,1,Kenosha,42.6211,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-034-2015-release,-87.99244,1,Beef Product,No retail sales,Kenosha Beef International Recalls Beef Product Due to Possible Listeria Contamination,"2월 19, 2015",to Possible Listeria Contamination,WI,3111 152nd Ave,53144
73,1,Fruitland American Meat,034-2014,1,Jackson,37.422745,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-034-2014-release,-89.60459,0,Ribeye and Carcass Products,"6월 13, 2014",Missouri Firm Recalls Ribeye and Carcass Products That May Contain Specified Risk Materials,"6월 11, 2014",May Contain Specified Risk Materials,MO,3006 State Highway Y Ff,63755
74,1,"Acadian Fine Foods, LLC",034-2013,1,Corona,33.888016,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/CT_Index22,-117.60906,1,Stew Products,"5월 13, 2013",Louisiana Firm Recalls Stew Products Due To Misbranding and Undeclared Allergens,"5월 10, 2013",To Misbranding and Undeclared Allergens,CA,135 Klug Cir,92880
75,0,Ruiz Foods,033-2015,1,Omaha,41.195312,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-033-2015-release,-96.200935,1,Sausage Product,"2월 19, 2015",Ruiz Foods Recalls Sausage Product Due to Misbranding and an Undeclared Allergen,"2월 17, 2015",to Misbranding and an Undeclared Allergen,NE,18313 Jefferson St,68135
76,1,P.E. & F. Inc.,032-2013,1,Bristol,36.59494,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-032-2013-release,-82.18117,0,Meatballs,"5월 07, 2013",Missouri Firm Recalls Meatballs Due To Possible Listeria Monocytogenes Contamination,"5월 02, 2013",To Possible Listeria Monocytogenes Contamination,VA,425 State St,24201
77,1,"ATM International USA, Inc.",031-2015,1,San Ramon,37.775806,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-031-2015-release,-121.98189,0,Beef Products,"3월 04, 2015",California Firm Recalls Beef Products Produced Without Benefit of Import Inspection,"2월 13, 2015",Without Benefit of Import Inspection,CA,130 Ryan Industrial Ct,94583
78,1,"Whole Foods Markets, Inc.",030-2015,1,Medford,42.412918,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-030-2015-release,-71.07925,0,Products,"2월 19, 2015","Whole Foods Markets, Inc. Recalls Products Due to Misbranding and an Undeclared Allergen","2월 10, 2015",to Misbranding and an Undeclared Allergen,MA,300 Middlesex Ave,02155
79,0,Sunrise Poultry Processors,029-2015,1,Petaluma,38.23176,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-029-2015-release,-122.596344,0,Poultry Products,No retail sales,Canada Firm Recalls Poultry Products Produced Without Benefit of Import Inspection,"2월 10, 2015",Without Benefit of Import Inspection,CA,1500 Cader Ln,94954
80,0,"Krehbiels Specialty Meats, Inc.",028-2015,1,McPherson,38.405735,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/rnr-028-2015,-97.623795,1,,N/A (Class III Recall),Recall Notification Report 028-2015 (Bratwurst),"2월 04, 2015",,KS,1636 Mohawk Rd,67460
81,1,Manda Packing Company,028-2013 EXP,1,Baker,30.564552,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-028-2013-expanded,-91.13161,1,"Cooked Meat, Poultry, and Deli Products","4월 22, 2013","Louisiana Firm Recalls Cooked Meat, Poultry, and Deli Products Due To Possible Listeria Monocytogenes Contamination","4월 12, 2013",To Possible Listeria Monocytogenes Contamination,LA,13111 Plank Rd,70714
82,1,Manda Packing Company,028-2013,1,Baker,30.564552,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-028-2013-release,-91.13161,1,Roast Beef Deli Meat,"4월 22, 2013",Louisiana Firm Recalls Roast Beef Deli Meat Due To Possible Listeria Monocytogenes Contamination,"4월 10, 2013",To Possible Listeria Monocytogenes Contamination,LA,13111 Plank Rd,70714
83,0,Morrison Meat Packers,027-2015,1,Miami,25.840746,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-027-2015-release,-80.209915,1,Cooked Pork Products,"2월 18, 2015",Florida Firm Recalls Cooked Pork Products Due to Misbranding and An Undeclared Allergen,"1월 30, 2015",to Misbranding and An Undeclared Allergen,FL,760 NW 72nd St,33150
84,1,chnucks Kitchen,027-2014,1,Saint Charles,38.74263,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-027-2014-release,-90.6091,1,,"5월 08, 2014",Missouri Firm Recalls Curry Chicken Salad for Possible Listeria Contamination,"5월 03, 2014",,MO,4600 S Saint Peters Pkwy,63304
85,0,Not Found,025-2015,1,Kerrville,30.037859,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-025-2015-release,-99.13627,1,Pork Products,No retail sales,Minnesota Firm Recalls Pork Products Produced Without Benefit of Inspection,"1월 30, 2015",Without Benefit of Inspection,TX,1509 Water St,78028
86,0,Skilcor Food Products,025-2014,1,Boynton Beach,26.512636,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-025-2014-release,-80.05918,1,Baby Back Ribs,"4월 24, 2014",Ontario Firm Recalls Baby Back Ribs Produced Without Import Inspection,"4월 24, 2014",Without Import Inspection,FL,1815 S Federal Hwy,33435
87,1,Rich Products Corporation,025-2013 EXP,1,Niles,42.022816,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-025-2013-expanded,-87.78095,1,Additional Frozen Mini Meals And Other Snack Products,"4월 18, 2013",New York Firm Recalls Additional Frozen Mini Meals And Other Snack Products Due To Possible E. Coli O121 Contamination,"4월 04, 2013",To Possible E. Coli O121 Contamination,IL,6200 W Mulford St,60714
88,1,Rich Products Corporation,025-2013,1,Niles,42.022816,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-025-2013-release,-87.78095,0,"Frozen Mini Quesadilla, Pizza, Cheese Steak and Other Snack Products","4월 18, 2013","New York Firm Recalls Frozen Mini Quesadilla, Pizza, Cheese Steak and Other Snack Products Due To Possible E. Coli O121 Contamination","3월 28, 2013",To Possible E. Coli O121 Contamination,IL,6200 W Mulford St,60714
89,0,Great Lakes Smoked Meats,024-2015,1,Lorain,41.454052,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-024-2015-release,-82.16651,0,Salami Products,"2월 17, 2015",Ohio Firm Recalls Salami Products Due To Possible Temperature Abuse,"1월 30, 2015",To Possible Temperature Abuse,OH,1824 Broadway,44052
90,0,"aft Foods Group, Inc.",024-2014,1,Newark,40.72534,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-024-2014-release,-74.18485,1,Hot Dog Products,"5월 19, 2014",Missouri Firm Recalls Hot Dog Products Due To Misbranding and Undeclared Allergens,"4월 20, 2014",To Misbranding and Undeclared Allergens,NJ,17 Muhammad Ali Ave,07108
91,0,Triple J Family Farms,024-2013,1,Buffalo Lake,44.73805,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-024-2013-release,-94.64324,0,Bone-In Ribeye,N/A (Class II Recall),Minnesota Firm Recalls Bone-In Ribeye That May Contain Specified Risk Materials,"3월 25, 2013",May Contain Specified Risk Materials,MN,53050 US Highway 212,55314
92,0,"Bolzano Artisan Meats LLC, a Milwaukee, Wis. establishment is recalling approximately 5,723 pounds of salami products for misbranding and because they were produced without the benefit of federal inspection",022-2014,1,Milwaukee,43.088097,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-022-2014-release,-87.90485,1,,N/A (Class II Recall),Wisconsin Firm Recalls Salami Type Products Misbranded With USDA Mark Of Inspection,"4월 17, 2014",,WI,3950 N Holton St,53212
93,0,Tyson Foods Inc.,021-2014,1,Clarksville,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-021-2014-release,-10,0,Chicken Nugget Products,N/A (Class II Recall),Missouri Firm Recalls Chicken Nugget Products Due To Possible Foreign Matter Contamination,"4월 04, 2014",To Possible Foreign Matter Contamination,AR,,72830
94,0,Primecut Meats,020-2015,1,Phoenix,33.47679,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-020-2015-release,-112.12573,0,Chicken Breast Fritters Products,,Arizona Firm Recalls Chicken Breast Fritters Products Due to Misbranding and an Undeclared Allergen,"1월 23, 2015",to Misbranding and an Undeclared Allergen,AZ,2601 N 31st Ave,85009
95,1,merican Outdoor Products,020-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-020-2014-release,,0,Fettuccini Alfredo With Chicken Products,"4월 18, 2014",Colorado Firm Recalls Fettuccini Alfredo With Chicken Products Due To Misbranding and Undeclared Allergens,"4월 02, 2014",To Misbranding and Undeclared Allergens,,,
96,1,"Aspen Foods Div. of Koch Foods, Inc.",019-2015,1,Kansas City,39.14141,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-019-2015-release,-94.574295,0,Chicken Steak Products,No retail sales,Illinois Firm Recalls Chicken Steak Products Due to Misbranding and Undeclared Allergens,"1월 23, 2015",to Misbranding and Undeclared Allergens,MO,528 E 19th Ave,64116
97,1,AdvancePierre Foods,019-2014,1,Enid,36.396656,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-019-2014-release,-97.88152,0,Chicken Products,No retail sales,Oklahoma Firm Recalls Chicken Products Due To Misbranding and Undeclared Allergens,"4월 01, 2014",To Misbranding and Undeclared Allergens,OK,301 W Broadway Ave,73701
98,1,Holiday Foods,018-2015,1,Houston,29.72587,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-018-2015-release,-95.36921,1,"Beef, Chicken and Pork Products",No retail sales,"Florida Firm Recalls Beef, Chicken and Pork Products Due to Misbranding and Undeclared Allergen","1월 21, 2015",to Misbranding and Undeclared Allergen,TX,2606 Wheeler St,77004
99,0,"House of Bricks Realty, Inc.",017-2015,1,Safety Harbor,27.99081,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-017-2015-release,-82.692825,1,,"3월 31, 2015",Pennsylvania Firm Recalls Pork Products Imported Without Benefit of Inspection,"1월 21, 2015",,FL,531 Main St Ste I,34695
100,1,Sentry Food Solutions,016-2015,1,Milwaukee,43.07496,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-016-2015-release,-88.000534,0,Chicken and Beef Products,"1월 21, 2015",Georgia Firm Recalls Chicken and Beef Products Due to Misbranding and an Undeclared Allergen,"1월 17, 2015",to Misbranding and an Undeclared Allergen,WI,7101 W Lisbon Ave,53210
101,0,Kalle USA,015-2015,1,Gurnee,42.377506,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-015-2015-release,-87.94953,1,Pork Products,,Illinois Firm Recalls Pork Products Produced Without Benefit of Inspection,"1월 17, 2015",Without Benefit of Inspection,IL,1225 Tri State Pkwy,60031
102,1,Nutriom LLC,015-2014 EXP,1,Spencer,43.15276,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-015-2014-release-expansion,-95.191795,1,Dried Egg Products,"4월 14, 2014",Washington Firm Recalls Dried Egg Products Due To Possible Salmonella Contamination,"4월 14, 2014",To Possible Salmonella Contamination,IA,1501 32nd Ave W,51301
103,1,Nutriom LLC,015-2014,1,Spencer,43.15276,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-015-2014-release,-95.191795,1,Dried Egg Products,"4월 14, 2014",Washington Firm Recalls Dried Egg Products Due to Possible Salmonella Contamination,"2월 15, 2014",to Possible Salmonella Contamination,IA,1501 32nd Ave W,51301
104,0,"Food Club Corp., the importer of record which was formerly located in Los Altos, Calif., and is now located in Key Biscayne, Fla.,",013-2015,1,Solon,41.392452,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-013-2015-release,-81.44711,1,Pork Products,,California Firm Recalls Pork Products Produced Without Benefit of Inspection,"1월 17, 2015",Without Benefit of Inspection,OH,6025 Kruse Dr,44139
105,0,Isabella Foods,013-2013,1,El Paso,31.748827,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-013-2013-release,-106.33377,1,Chicken and Pork Tamale Products,N/A (Class II Recall),Texas Firm Recalls Chicken and Pork Tamale Products Due to Misbranding and Undeclared Allergens,"1월 31, 2013",to Misbranding and Undeclared Allergens,TX,1133 Barranca Dr,79935
106,1,Kabob’s Acquisition Inc.,012-2015,1,Morrow,33.60672,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-012-2015-release,-84.33519,0,Beef and Chicken Products,,Georgia Firm Recalls Beef and Chicken Products Due to Misbranding and Undeclared Allergens,"1월 16, 2015",to Misbranding and Undeclared Allergens,GA,5423 N Lake Dr,30260
107,1,"Wyoming Authentic Products, LLC",012-2014,1,Cody,44.504395,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-012-2014-release,-108.98893,0,Beef Jerky Products,"2월 12, 2014",Wyoming Firm Recalls Beef Jerky Products Due to a Processing Deviation,"2월 08, 2014",to a Processing Deviation,WY,179 Road 3CXS,82414
108,0,Buffalo Provisions,011-2015,1,Bronx,40.81198,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-011-2015-release,-73.92846,0,Chorizo Products,"3월 27, 2015",New York Firm Recalls Chorizo Products Due to Misbranding and an Undeclared Allergen,"1월 16, 2015",to Misbranding and an Undeclared Allergen,NY,223 E 138th St,10451
109,1,BPT Products Inc.,011-2013,1,Sunland Park,31.79531,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-011-2013-release,-106.560486,0,Beef Jerky Products,N/A (Class II Recall),New Mexico Firm Recalls Beef Jerky Products Due to Misbranding and An Undeclared Allergen,"1월 28, 2013",to Misbranding and An Undeclared Allergen,NM,1165 McNutt Rd,88063
110,0,Heywood’s Meat Haus & Provision Co.,010-2015,1,Marietta,33.96758,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-010-2015-release,-84.490555,0,Pork Products,,Georgia Firm Recalls Pork Products Due To Misbranding and Undeclared Allergens,"1월 16, 2015",To Misbranding and Undeclared Allergens,GA,2145 Roswell Rd Ste 140,30062
111,1,PFP Enterprises,010-2014,1,Lancaster,32.603954,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-010-2014-release,-96.739685,0,Beef Products,"2월 07, 2014",Texas Firm Recalls Beef Products Due To Possible E. Coli Contamination,"2월 04, 2014",To Possible E. Coli Contamination,TX,939 E Pleasant Run Rd,75146
112,1,Agri Star Meat & Poultry,009-2015,1,Brooklyn,40.636513,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-009-2015-release,-73.928764,0,Beef Products,"2월 13, 2015",Iowa Firm Recalls Beef Products Due To Misbranding and Undeclared Allergens,"1월 14, 2015",To Misbranding and Undeclared Allergens,NY,1465 Utica Ave,11234
113,1,"J & G Foods, Inc.",008-2015,1,Uniontown,39.913,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/rnr-008-2015,-79.68798,0,Ground Beef Products,N/A (Class III Recall),Massachusetts Firm Recalls Ground Beef Products Due To Possible Foreign Matter Contamination,"1월 14, 2015",To Possible Foreign Matter Contamination,PA,8 Gardner Ave,15401
114,0,Walker’s Food Products Co.,008-2014,1,Wadsworth,41.01923,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-008-2014-release,-81.73601,0,Chicken Salad Products,"4월 11, 2014",Missouri Firm Recalls Chicken Salad Products Due To Misbranding and Undeclared Allergen,"1월 30, 2014",To Misbranding and Undeclared Allergen,OH,322 Grandview Ave,44281
115,1,"Stallings Head Cheese Co., Inc.",007-2013,1,Houston,29.73349,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2013/recall-007-2013-release,-95.41528,1,Ready-To-Eat Pork Products,"1월 29, 2013",Texas Firm Recalls Ready-To-Eat Pork Products Due to Possible Salmonella Contamination,"1월 24, 2013",to Possible Salmonella Contamination,TX,2314 Portsmouth St,77098
116,0,Shirk’s Meats,006-2015,1,Dundee,42.554527,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-006-2015-release,-77.03503,1,Pork Sausage Products,,New York Firm Recalls Pork Sausage Products Due to Misbranding and an Undeclared Allergen,"1월 09, 2015",to Misbranding and an Undeclared Allergen,NY,4342 John Green Rd,14837
117,1,Unibright Foods Inc.,004-2015,1,Bell,-10,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-004-2015-release,-10,1,Beef and Pork Products ,"1월 14, 2015",California Firm Recalls Beef and Pork Products  Due to Foreign Matter Contamination,"1월 08, 2015",to Foreign Matter Contamination,CA,7101 Scout Ave,90201
118,1,overdale Foods Co.,003-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-003-2014-release,,0,Beef Franks,"1월 22, 2014",North Dakota Firm Recalls Beef Franks Due To Misbranding and Undeclared Allergen,"1월 15, 2014",To Misbranding and Undeclared Allergen,,,
119,0,MD Imports Inc.,001-2015,1,Greenville,34.78457,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2015/recall-001-2015-release,-82.40729,0,,"1월 05, 2015",Texas Firm Recalls Lamb Products Imported Without Benefit of Inspection,"1월 02, 2015",,SC,1198 White Horse Rd,29605
120,0,"Tyson Foods, Inc. a Sedalia, Mo., establishment,",001-2014,1,,,http://www.fsis.usda.gov//wps/portal/fsis/topics/recalls-and-public-health-alerts/recall-case-archive/archive/2014/recall-001-2014-release,,0,Mechanically Separated Chicken Products,No retail sales,Missouri Firm Recalls Mechanically Separated Chicken Products Due To Possible Salmonella Heidelberg Contamination,"1월 10, 2014",To Possible Salmonella Heidelberg Contamination,,,
